stopwords_removed,3-gram
['muach'],[]
"['suka', 'lag']",[]
"['semua', 'manipulatif']",[]
['jelek'],[]
"['dikirimin', 'feedback', 'bug', 'pict', 'gada', 'tanggepannya']","['bug_pict_gada', 'dikirimin_feedback_bug', 'feedback_bug_pict', 'pict_gada_tanggepannya']"
"['sinyal', 'tdk', 'jelas', 'apk', 'lain', 'normal', 'lancar', 'lag', 'lag', 'bingungkeselin', 'yaitu', 'perang', 'lag', 'parah', 'santai', 'lag', 'apakah', 'sengaja', 'kesel', 'tolong', 'baik', 'salah', 'lose', 'streak', 'pernah', 'win', 'satu', 'musuh', 'gampang', 'gampang', 'sinyal', 'selalu', 'merah', 'selalu', 'ledekin', 'rekan', 'gara', 'gara', 'beban', 'libur', 'minggu', 'lama', 'lama', 'hapus', 'ud', 'gguna']","['apakah_sengaja_kesel', 'apk_lain_normal', 'baik_salah_lose', 'beban_libur_minggu', 'bingungkeselin_yaitu_perang', 'gampang_gampang_sinyal', 'gampang_sinyal_selalu', 'gara_beban_libur', 'gara_gara_beban', 'hapus_ud_gguna', 'jelas_apk_lain', 'kesel_tolong_baik', 'lag_apakah_sengaja', 'lag_bingungkeselin_yaitu', 'lag_lag_bingungkeselin', 'lag_parah_santai', 'lain_normal_lancar', 'lama_hapus_ud', 'lama_lama_hapus', 'lancar_lag_lag', 'ledekin_rekan_gara', 'libur_minggu_lama', 'lose_streak_pernah', 'merah_selalu_ledekin', 'minggu_lama_lama', 'musuh_gampang_gampang', 'normal_lancar_lag', 'parah_santai_lag', 'perang_lag_parah', 'pernah_win_satu', 'rekan_gara_gara', 'salah_lose_streak', 'santai_lag_apakah', 'satu_musuh_gampang', 'selalu_ledekin_rekan', 'selalu_merah_selalu', 'sengaja_kesel_tolong', 'sinyal_selalu_merah', 'sinyal_tdk_jelas', 'streak_pernah_win', 'tdk_jelas_apk', 'tolong_baik_salah', 'win_satu_musuh', 'yaitu_perang_lag']"
"['bagus', 'mah', 'jelek', 'sampah', 'tolol', 'ih', 'najis', 'banget', 'kwwkwkkwk', 'sampah', 'sampah', 'dunia']","['bagus_mah_jelek', 'banget_kwwkwkkwk_sampah', 'ih_najis_banget', 'jelek_sampah_tolol', 'kwwkwkkwk_sampah_sampah', 'mah_jelek_sampah', 'najis_banget_kwwkwkkwk', 'sampah_sampah_dunia', 'sampah_tolol_ih', 'tolol_ih_najis']"
"['susah', 'naikin', 'lawan', 'lawan', 'pda', 'kuat', 'tlong', 'dev', 'mudah', 'naikin', 'rang', 'mohon', 'dev', 'tambah', 'koim']","['dev_mudah_naikin', 'dev_tambah_koim', 'kuat_tlong_dev', 'lawan_lawan_pda', 'lawan_pda_kuat', 'mohon_dev_tambah', 'mudah_naikin_rang', 'naikin_lawan_lawan', 'naikin_rang_mohon', 'pda_kuat_tlong', 'rang_mohon_dev', 'susah_naikin_lawan', 'tlong_dev_mudah']"
['nice'],[]
"['gimana', 'pasti', 'ingame', 'gada', 'internet', 'sinyal', 'wifi', 'penuh', 'bolak', 'balik', 'gitu', 'gimana', 'mood', 'uda', 'mainn', 'riliss', 'gitu']","['balik_gitu_gimana', 'bolak_balik_gitu', 'gada_internet_sinyal', 'gimana_mood_uda', 'gimana_pasti_ingame', 'gitu_gimana_mood', 'ingame_gada_internet', 'internet_sinyal_wifi', 'mainn_riliss_gitu', 'mood_uda_mainn', 'pasti_ingame_gada', 'penuh_bolak_balik', 'sinyal_wifi_penuh', 'uda_mainn_riliss', 'wifi_penuh_bolak']"
"['binatang', 'ph', 'ngambil', 'role', 'mm', 'dia', 'ambil', 'roam', 'kena', 'report', 'samsak', 'babi', 'rusak', 'sesuai', 'role', 'kena', 'report', 'babi']","['ambil_roam_kena', 'babi_rusak_sesuai', 'binatang_ph_ngambil', 'dia_ambil_roam', 'kena_report_babi', 'kena_report_samsak', 'mm_dia_ambil', 'ngambil_role_mm', 'ph_ngambil_role', 'report_samsak_babi', 'roam_kena_report', 'role_kena_report', 'role_mm_dia', 'rusak_sesuai_role', 'samsak_babi_rusak', 'sesuai_role_kena']"
[],[]
"['tolong', 'jangan', 'macet']",['tolong_jangan_macet']
['mantap'],[]
"['minimal', 'khusus', 'servernya', 'indonesia', 'bareng', 'server', 'luar', 'lag', 'walaupun', 'sudah', 'sinyal', 'wifi', 'live', 'tiktok', 'ganggu', 'banget']","['bareng_server_luar', 'indonesia_bareng_server', 'khusus_servernya_indonesia', 'lag_walaupun_sudah', 'live_tiktok_ganggu', 'luar_lag_walaupun', 'minimal_khusus_servernya', 'server_luar_lag', 'servernya_indonesia_bareng', 'sinyal_wifi_live', 'sudah_sinyal_wifi', 'tiktok_ganggu_banget', 'walaupun_sudah_sinyal', 'wifi_live_tiktok']"
"['gwa', 'uninstall', 'kendala', 'kagak', 'punya', 'skin', 'bagus', 'favorit', 'gwa', 'kong', 'ming', 'sek', 'mahal', 'semua', 'parah']","['bagus_favorit_gwa', 'favorit_gwa_kong', 'gwa_kong_ming', 'gwa_uninstall_kendala', 'kagak_punya_skin', 'kendala_kagak_punya', 'kong_ming_sek', 'mahal_semua_parah', 'ming_sek_mahal', 'punya_skin_bagus', 'sek_mahal_semua', 'skin_bagus_favorit', 'uninstall_kendala_kagak']"
"['makin', 'sedikit', 'kak', 'gitu', 'gajelas', 'lag', 'benci', 'copy', 'maaf']","['benci_copy_maaf', 'gajelas_lag_benci', 'gitu_gajelas_lag', 'kak_gitu_gajelas', 'lag_benci_copy', 'makin_sedikit_kak', 'sedikit_kak_gitu']"
['god'],[]
"['gameplaynya', 'jelek', 'beri', 'bot', 'kompak', 'gold', 'susah', 'teman', 'justru', 'beri', 'bot', 'semua', 'laku', 'feeding', 'pihak', 'kembang', 'busuk', 'sudah', 'disetting', 'demikian', 'rupa', 'pihak', 'kembang', 'utk', 'sulit', 'bagi', 'baru', 'maka', 'saran', 'gratis', 'ujung', 'wr', 'hancur', 'baru', 'naik', 'diamon']","['bagi_baru_maka', 'baru_maka_saran', 'baru_naik_diamon', 'beri_bot_kompak', 'beri_bot_semua', 'bot_kompak_gold', 'bot_semua_laku', 'busuk_sudah_disetting', 'demikian_rupa_pihak', 'disetting_demikian_rupa', 'feeding_pihak_kembang', 'gameplaynya_jelek_beri', 'gold_susah_teman', 'gratis_ujung_wr', 'hancur_baru_naik', 'jelek_beri_bot', 'justru_beri_bot', 'kembang_busuk_sudah', 'kembang_utk_sulit', 'kompak_gold_susah', 'laku_feeding_pihak', 'maka_saran_gratis', 'pihak_kembang_busuk', 'pihak_kembang_utk', 'rupa_pihak_kembang', 'saran_gratis_ujung', 'semua_laku_feeding', 'sudah_disetting_demikian', 'sulit_bagi_baru', 'susah_teman_justru', 'teman_justru_beri', 'ujung_wr_hancur', 'utk_sulit_bagi', 'wr_hancur_baru']"
"['matching', 'busuk', 'baru', 'naik', 'gm', 'musuh', 'epic', 'duo', 'bucin', 'beban', 'lower', 'kadang', 'platinum', 'masuk', 'musuh', 'isi', 'upper', 'party', 'musuh', 'upper', 'protes', 'dukung', 'sesuai', 'matching', 'gimana', 'nambah', 'bintang', 'matchingnya', 'gitu', 'cuma', 'naik', 'turun', 'master', 'gm', 'makin', 'lama', 'makin', 'gajelas', 'matching']","['baru_naik_gm', 'beban_lower_kadang', 'bintang_matchingnya_gitu', 'bucin_beban_lower', 'busuk_baru_naik', 'cuma_naik_turun', 'dukung_sesuai_matching', 'duo_bucin_beban', 'epic_duo_bucin', 'gimana_nambah_bintang', 'gitu_cuma_naik', 'gm_makin_lama', 'gm_musuh_epic', 'isi_upper_party', 'kadang_platinum_masuk', 'lama_makin_gajelas', 'lower_kadang_platinum', 'makin_gajelas_matching', 'makin_lama_makin', 'master_gm_makin', 'masuk_musuh_isi', 'matching_busuk_baru', 'matching_gimana_nambah', 'matchingnya_gitu_cuma', 'musuh_epic_duo', 'musuh_isi_upper', 'musuh_upper_protes', 'naik_gm_musuh', 'naik_turun_master', 'nambah_bintang_matchingnya', 'party_musuh_upper', 'platinum_masuk_musuh', 'protes_dukung_sesuai', 'sesuai_matching_gimana', 'turun_master_gm', 'upper_party_musuh', 'upper_protes_dukung']"
"['xxnnm', 'ko']",[]
"['matching', 'jelek', 'prilaku', 'langgar', 'tindak', 'sus', 'kurang', 'laku', 'troling']","['jelek_prilaku_langgar', 'kurang_laku_troling', 'langgar_tindak_sus', 'matching_jelek_prilaku', 'prilaku_langgar_tindak', 'sus_kurang_laku', 'tindak_sus_kurang']"
"['masuk', 'akal', 'kenapa', 'sesuai', 'tier', 'grandmaster', 'kena', 'lose', 'streak', 'sampai', 'master', 'ii', 'gara', 'gara', 'teman', 'se', 'tolol', 'minta', 'ampun', 'tier', 'grandmaster', 'teman', 'tier', 'platinum', 'maaf', 'uninstal']","['akal_kenapa_sesuai', 'ampun_tier_grandmaster', 'gara_gara_teman', 'gara_teman_se', 'grandmaster_kena_lose', 'grandmaster_teman_tier', 'ii_gara_gara', 'kena_lose_streak', 'kenapa_sesuai_tier', 'lose_streak_sampai', 'master_ii_gara', 'masuk_akal_kenapa', 'minta_ampun_tier', 'platinum_maaf_uninstal', 'sampai_master_ii', 'se_tolol_minta', 'sesuai_tier_grandmaster', 'streak_sampai_master', 'teman_se_tolol', 'teman_tier_platinum', 'tier_grandmaster_kena', 'tier_grandmaster_teman', 'tier_platinum_maaf', 'tolol_minta_ampun']"
['bagus'],[]
"['banyak', 'gelap', 'mending']",['banyak_gelap_mending']
"['semua', 'indah']",[]
"['best', 'papih']",[]
['nicee'],[]
['mantap'],[]
"['bagus', 'blum', 'ngerti', 'item']","['bagus_blum_ngerti', 'blum_ngerti_item']"
['bagus'],[]
"['there', 'no', 'winning', 'ranked', 'games', 'it', 'went', 'from', 'because', 'was', 'given', 'trash', 'with', 'good', 'skin', 'capital', 'while', 'bad', 'skill', 'but', 'enemy', 'was', 'given', 'solid', 'compact', 'that', 'understands', 'please', 'improve', 'first', 'so', 'it', 'will', 'be', 'more', 'exciting']","['bad_skill_but', 'be_more_exciting', 'because_was_given', 'but_enemy_was', 'capital_while_bad', 'compact_that_understands', 'enemy_was_given', 'first_so_it', 'from_because_was', 'games_it_went', 'given_solid_compact', 'given_trash_with', 'good_skin_capital', 'improve_first_so', 'it_went_from', 'it_will_be', 'no_winning_ranked', 'please_improve_first', 'ranked_games_it', 'skill_but_enemy', 'skin_capital_while', 'so_it_will', 'solid_compact_that', 'that_understands_please', 'there_no_winning', 'trash_with_good', 'understands_please_improve', 'was_given_solid', 'was_given_trash', 'went_from_because', 'while_bad_skill', 'will_be_more', 'winning_ranked_games', 'with_good_skin']"
['bintang'],[]
"['report', 'tolol', 'afk', 'tindak', 'tegas', 'curi', 'cur', 'kena', 'report', 'gegara', 'farming', 'direcokin', 'curi', 'feeding', 'report', 'feed', 'abis', 'tolol', 'suruh', 'report', 'digame', 'tolol', 'feed', 'kirim', 'mana', 'email', 'biar', 'kirim', 'screenshot', 'babik']","['abis_tolol_suruh', 'afk_tindak_tegas', 'biar_kirim_screenshot', 'cur_kena_report', 'curi_cur_kena', 'curi_feeding_report', 'digame_tolol_feed', 'direcokin_curi_feeding', 'email_biar_kirim', 'farming_direcokin_curi', 'feed_abis_tolol', 'feed_kirim_mana', 'feeding_report_feed', 'gegara_farming_direcokin', 'kena_report_gegara', 'kirim_mana_email', 'kirim_screenshot_babik', 'mana_email_biar', 'report_digame_tolol', 'report_feed_abis', 'report_gegara_farming', 'report_tolol_afk', 'suruh_report_digame', 'tegas_curi_cur', 'tindak_tegas_curi', 'tolol_afk_tindak', 'tolol_feed_kirim', 'tolol_suruh_report']"
"['ntap', 'btw', 'ram', 'mas', 'kaga', 'minimal']","['btw_ram_mas', 'mas_kaga_minimal', 'ntap_btw_ram', 'ram_mas_kaga']"
"['nyah', 'seru', 'banget', 'sayang', 'banget', 'nyah', 'anomali', 'semua', 'tba', 'tba', 'ms', 'sendiri', 'bodoh', 'nyah', 'ketulungan', 'musuh', 'mantan', 'paham', 'season', 'skrang', 'bbrpa', 'mentok', 'diamond', 'padhal', 'slalu', 'dpet', 'maap', 'uninstall', 'mnding', 'anomali', 'nyah', 'parah', 'dsini']","['anomali_nyah_parah', 'anomali_semua_tba', 'banget_nyah_anomali', 'banget_sayang_banget', 'bbrpa_mentok_diamond', 'bodoh_nyah_ketulungan', 'diamond_padhal_slalu', 'dpet_maap_uninstall', 'ketulungan_musuh_mantan', 'maap_uninstall_mnding', 'mantan_paham_season', 'mentok_diamond_padhal', 'mnding_anomali_nyah', 'ms_sendiri_bodoh', 'musuh_mantan_paham', 'nyah_anomali_semua', 'nyah_ketulungan_musuh', 'nyah_parah_dsini', 'nyah_seru_banget', 'padhal_slalu_dpet', 'paham_season_skrang', 'sayang_banget_nyah', 'season_skrang_bbrpa', 'semua_tba_tba', 'sendiri_bodoh_nyah', 'seru_banget_sayang', 'skrang_bbrpa_mentok', 'slalu_dpet_maap', 'tba_ms_sendiri', 'tba_tba_ms', 'uninstall_mnding_anomali']"
['seru'],[]
"['lebih', 'bagus', 'legends', 'legends', 'kalah', 'aneh', 'stres']","['bagus_legends_legends', 'kalah_aneh_stres', 'lebih_bagus_legends', 'legends_kalah_aneh', 'legends_legends_kalah']"
"['seru', 'banget']",[]
"['tolong', 'masukin', 'voice', 'jepang', 'ying', 'icon', 'anak', 'tiri']","['icon_anak_tiri', 'jepang_ying_icon', 'masukin_voice_jepang', 'tolong_masukin_voice', 'voice_jepang_ying', 'ying_icon_anak']"
"['qiana', 'almahyra']",[]
['baik'],[]
"['macthh', 'jelek', 'mulai', 'atur', 'hokk', 'dngan', 'yidak', 'adill']","['atur_hokk_dngan', 'dngan_yidak_adill', 'hokk_dngan_yidak', 'jelek_mulai_atur', 'macthh_jelek_mulai', 'mulai_atur_hokk']"
"['baru', 'coba', 'bagus', 'jika', 'bagus', 'beri', 'ulas', 'lain', 'bintang', 'rangin']","['bagus_beri_ulas', 'bagus_jika_bagus', 'baru_coba_bagus', 'beri_ulas_lain', 'coba_bagus_jika', 'jika_bagus_beri', 'lain_bintang_rangin', 'ulas_lain_bintang']"
"['skin', 'lny', 'kapan', 'resell']","['lny_kapan_resell', 'skin_lny_kapan']"
"['kenapa', 'semua', 'offline', 'mayene', 'offline', 'harap', 'update', 'dalam', 'offline']","['harap_update_dalam', 'kenapa_semua_offline', 'mayene_offline_harap', 'offline_harap_update', 'offline_mayene_offline', 'semua_offline_mayene', 'update_dalam_offline']"
"['lebih', 'seru']",[]
"['bintang', 'agak', 'sedikit', 'percaya', 'kalah', 'kurang', 'naik', 'nanti', 'benar', 'bintang']","['agak_sedikit_percaya', 'bintang_agak_sedikit', 'kalah_kurang_naik', 'kurang_naik_nanti', 'naik_nanti_benar', 'nanti_benar_bintang', 'percaya_kalah_kurang', 'sedikit_percaya_kalah']"
"['mantap', 'tarung', 'alam']",['mantap_tarung_alam']
"['imbang', 'sepi', 'sampai', 'balenc', 'gtu']","['imbang_sepi_sampai', 'sampai_balenc_gtu', 'sepi_sampai_balenc']"
['tiru'],[]
"['bagus', 'top', 'up', 'mahal', 'darksysytem', 'lebih', 'bagus', 'bagus']","['bagus_top_up', 'darksysytem_lebih_bagus', 'lebih_bagus_bagus', 'mahal_darksysytem_lebih', 'top_up_mahal', 'up_mahal_darksysytem']"
"['dasar', 'apalikasi', 'sampah', 'lag', 'emosi', 'enggak', 'patas', 'play', 'stor', 'dasar', 'apalikasi', 'sampah', 'hpus', 'play', 'stor', 'oiya', 'jangan', 'dj', 'dowlod', 'gais']","['apalikasi_sampah_hpus', 'apalikasi_sampah_lag', 'dasar_apalikasi_sampah', 'dj_dowlod_gais', 'emosi_enggak_patas', 'enggak_patas_play', 'hpus_play_stor', 'jangan_dj_dowlod', 'lag_emosi_enggak', 'oiya_jangan_dj', 'patas_play_stor', 'play_stor_dasar', 'play_stor_oiya', 'sampah_hpus_play', 'sampah_lag_emosi', 'stor_dasar_apalikasi', 'stor_oiya_jangan']"
"['gamesnya', 'seru', 'bangetdan', 'lebih', 'keren']","['bangetdan_lebih_keren', 'gamesnya_seru_bangetdan', 'seru_bangetdan_lebih']"
"['maksa', 'suka', 'niru']",['maksa_suka_niru']
"['puas', 'banyak', 'feed']",['puas_banyak_feed']
"['agak', 'kecewa', 'hadiah', 'vs', 'merchant', 'reward', 'sepenuh', 'gratiskarena', 'hadiah', 'sebut', 'kirim', 'negara', 'asal', 'nyata', 'bayar', 'pajak', 'bea', 'cukai', 'biaya', 'admin', 'besar', 'k', 'total']","['admin_besar_total', 'agak_kecewa_hadiah', 'asal_nyata_bayar', 'bayar_pajak_bea', 'bea_cukai_biaya', 'biaya_admin_besar', 'cukai_biaya_admin', 'gratiskarena_hadiah_sebut', 'hadiah_sebut_kirim', 'hadiah_vs_merchant', 'kecewa_hadiah_vs', 'kirim_negara_asal', 'merchant_reward_sepenuh', 'negara_asal_nyata', 'nyata_bayar_pajak', 'pajak_bea_cukai', 'reward_sepenuh_gratiskarena', 'sebut_kirim_negara', 'sepenuh_gratiskarena_hadiah', 'vs_merchant_reward']"
"['adil', 'musuh', 'bagus', 'sedang', 'buruk', 'cari', 'lawan', 'tak', 'adil', 'musuh', 'semua', 'sudah', 'pernah', 'lewat', 'grand', 'master', 'sedang', 'diamond', 'tak', 'adil', 'tak', 'urus', 'baik', 'mati']","['adil_musuh_bagus', 'adil_musuh_semua', 'adil_tak_urus', 'bagus_sedang_buruk', 'buruk_cari_lawan', 'cari_lawan_tak', 'diamond_tak_adil', 'grand_master_sedang', 'lawan_tak_adil', 'lewat_grand_master', 'master_sedang_diamond', 'musuh_bagus_sedang', 'musuh_semua_sudah', 'pernah_lewat_grand', 'sedang_buruk_cari', 'sedang_diamond_tak', 'semua_sudah_pernah', 'sudah_pernah_lewat', 'tak_adil_musuh', 'tak_adil_tak', 'tak_urus_baik', 'urus_baik_mati']"
"['bubar', 'gaje', 'isi', 'poke']","['bubar_gaje_isi', 'gaje_isi_poke']"
['oke'],[]
"['banget', 'update', 'habis', 'update', 'bosen']","['banget_update_habis', 'habis_update_bosen', 'update_habis_update']"
"['nyq', 'mangkin', 'jelek', 'mangkin', 'banyak', 'gelap', 'sitem']","['banyak_gelap_sitem', 'jelek_mangkin_banyak', 'mangkin_banyak_gelap', 'mangkin_jelek_mangkin', 'nyq_mangkin_jelek']"
['bagus'],[]
['bagus'],[]
"['seruu', 'lama', 'luang', 'lebih', 'seru', 'poko', 'sudah', 'nyesell']","['lama_luang_lebih', 'lebih_seru_poko', 'luang_lebih_seru', 'poko_sudah_nyesell', 'seru_poko_sudah', 'seruu_lama_luang']"
"['bagus', 'bangett']",[]
"['sudah', 'bagus', 'developer', 'sedikit', 'ringan']","['bagus_developer_sedikit', 'developer_sedikit_ringan', 'sudah_bagus_developer']"
"['bagus', 'kualitas', 'kuat', 'ram', 'gb']","['bagus_kualitas_kuat', 'kualitas_kuat_ram', 'kuat_ram_gb']"
"['cash', 'rewar', 'pernah', 'masuk', 'tarik', 'sampai', 'nunggu', 'blnpun', 'sekarang', 'bisaa', 'makanya', 'tambah', 'sepi', 'cht', 'admin', 'sana', 'bahan', 'sosial', 'media', 'cht', 'semua', 'responya', 'suruh', 'ngulang', 'teruss', 'padahalpostingnku', 'selalu', 'rame']","['admin_sana_bahan', 'bahan_sosial_media', 'bisaa_makanya_tambah', 'blnpun_sekarang_bisaa', 'cash_rewar_pernah', 'cht_admin_sana', 'cht_semua_responya', 'makanya_tambah_sepi', 'masuk_tarik_sampai', 'media_cht_semua', 'ngulang_teruss_padahalpostingnku', 'nunggu_blnpun_sekarang', 'padahalpostingnku_selalu_rame', 'pernah_masuk_tarik', 'responya_suruh_ngulang', 'rewar_pernah_masuk', 'sampai_nunggu_blnpun', 'sana_bahan_sosial', 'sekarang_bisaa_makanya', 'semua_responya_suruh', 'sepi_cht_admin', 'sosial_media_cht', 'suruh_ngulang_teruss', 'tambah_sepi_cht', 'tarik_sampai_nunggu', 'teruss_padahalpostingnku_selalu']"
"['lebih', 'bagus', 'ketimbang', 'hokmok']","['bagus_ketimbang_hokmok', 'lebih_bagus_ketimbang']"
['suka'],[]
['bgs'],[]
"['tambahin', 'spasi', 'nickname', 'susah', 'banget', 'mikirin', 'nickname', 'bagus', 'gabisa', 'spasi']","['bagus_gabisa_spasi', 'banget_mikirin_nickname', 'mikirin_nickname_bagus', 'nickname_bagus_gabisa', 'nickname_susah_banget', 'spasi_nickname_susah', 'susah_banget_mikirin', 'tambahin_spasi_nickname']"
"['capek', 'ma', 'darksistem']",['capek_ma_darksistem']
"['bagus', 'banget']",[]
"['anjingg', 'season', 'baru', 'kalah', 'sengaja', 'beri', 'kalah', 'matching', 'selalu', 'filipina', 'notabene', 'noob', 'mid', 'sengaja', 'beri', 'kalah', 'akun', 'upa', 'darah', 'boros', 'skill', 'tekan', 'beberapa', 'baru', 'aktif', 'sinyal', 'bagus', 'rekomendasi', 'sampah']","['aktif_sinyal_bagus', 'akun_upa_darah', 'anjingg_season_baru', 'bagus_rekomendasi_sampah', 'baru_aktif_sinyal', 'baru_kalah_sengaja', 'beberapa_baru_aktif', 'beri_kalah_akun', 'beri_kalah_matching', 'boros_skill_tekan', 'darah_boros_skill', 'filipina_notabene_noob', 'kalah_akun_upa', 'kalah_matching_selalu', 'kalah_sengaja_beri', 'matching_selalu_filipina', 'mid_sengaja_beri', 'noob_mid_sengaja', 'notabene_noob_mid', 'season_baru_kalah', 'selalu_filipina_notabene', 'sengaja_beri_kalah', 'sinyal_bagus_rekomendasi', 'skill_tekan_beberapa', 'tekan_beberapa_baru', 'upa_darah_boros']"
"['suka', 'kolaborasi', 'tung', 'tung', 'sahur', 'and', 'gank', 'harap', 'langsung', 'batal', 'kolaborasi', 'netral']","['and_gank_harap', 'batal_kolaborasi_netral', 'gank_harap_langsung', 'harap_langsung_batal', 'kolaborasi_tung_tung', 'langsung_batal_kolaborasi', 'sahur_and_gank', 'suka_kolaborasi_tung', 'tung_sahur_and', 'tung_tung_sahur']"
"['ayo', 'bagus', 'minta', 'skin', 'milik', 'guna', 'dalam', 'offline']","['ayo_bagus_minta', 'bagus_minta_skin', 'guna_dalam_offline', 'milik_guna_dalam', 'minta_skin_milik', 'skin_milik_guna']"
"['musuh', 'poke', 'semua']",['musuh_poke_semua']
['bagus'],[]
"['kenapa', 'hapus', 'foto', 'kena']","['hapus_foto_kena', 'kenapa_hapus_foto']"
"['bagus', 'developer', 'tolong', 'buatin', 'lite', 'biar', 'lancar', 'penuh', 'plss']","['bagus_developer_tolong', 'biar_lancar_penuh', 'buatin_lite_biar', 'developer_tolong_buatin', 'lancar_penuh_plss', 'lite_biar_lancar', 'tolong_buatin_lite']"
"['buruk', 'sesal', 'spend', 'uang', 'balench', 'bot', 'mending', 'tutup', 'sudah', 'urusin', 'tu', 'aov', 'epic', 'bot', 'ma', 'buruk', 'nobles', 'refun', 'vochernya', 'tambah', 'habis', 'update', 'bug', 'mana', 'mulai', 'sampek', 'tampil']","['aov_epic_bot', 'balench_bot_mending', 'bot_ma_buruk', 'bot_mending_tutup', 'bug_mana_mulai', 'buruk_nobles_refun', 'buruk_sesal_spend', 'epic_bot_ma', 'habis_update_bug', 'ma_buruk_nobles', 'mana_mulai_sampek', 'mending_tutup_sudah', 'mulai_sampek_tampil', 'nobles_refun_vochernya', 'refun_vochernya_tambah', 'sesal_spend_uang', 'spend_uang_balench', 'sudah_urusin_tu', 'tambah_habis_update', 'tu_aov_epic', 'tutup_sudah_urusin', 'uang_balench_bot', 'update_bug_mana', 'urusin_tu_aov', 'vochernya_tambah_habis']"
"['nomor', 'king', 'soon']",['nomor_king_soon']
"['ma', 'bagus', 'mantap', 'mainin', 'gravik', 'bagus', 'bintang']","['bagus_mantap_mainin', 'gravik_bagus_bintang', 'ma_bagus_mantap', 'mainin_gravik_bagus', 'mantap_mainin_gravik']"
"['bagus', 'suka']",[]
['seru'],[]
"['lebih', 'bagus']",[]
['niru'],[]
['bagus'],[]
"['gema', 'buruk', 'hampir', 'pecahin', 'sendiri', 'gara', 'gara', 'gema', 'an']","['buruk_hampir_pecahin', 'gara_gara_gema', 'gara_gema_an', 'gema_buruk_hampir', 'hampir_pecahin_sendiri', 'pecahin_sendiri_gara', 'sendiri_gara_gara']"
"['this', 'good', 'gitu', 'suka', 'adu', 'domba']","['gitu_suka_adu', 'good_gitu_suka', 'suka_adu_domba', 'this_good_gitu']"
"['wareg', 'bansos', 'minus', 'server', 'terlalu', 'berat', 'sehingga', 'bagi', 'beban', 'tanggung', 'lag', 'crash', 'pisah', 'server', 'china', 'global']","['bagi_beban_tanggung', 'bansos_minus_server', 'beban_tanggung_lag', 'berat_sehingga_bagi', 'crash_pisah_server', 'lag_crash_pisah', 'minus_server_terlalu', 'pisah_server_china', 'sehingga_bagi_beban', 'server_china_global', 'server_terlalu_berat', 'tanggung_lag_crash', 'terlalu_berat_sehingga', 'wareg_bansos_minus']"
['suka'],[]
"['hampir', 'mirip', 'lebih', 'banyak', 'mana', 'diomand', 'koin']","['banyak_mana_diomand', 'hampir_mirip_lebih', 'lebih_banyak_mana', 'mana_diomand_koin', 'mirip_lebih_banyak']"
"['mantap', 'jiwa', 'bos']",['mantap_jiwa_bos']
"['bagus', 'asik', 'bosenin', 'teman', 'luar', 'negri']","['asik_bosenin_teman', 'bagus_asik_bosenin', 'bosenin_teman_luar', 'teman_luar_negri']"
"['mobil', 'lenjes']",[]
['bagus'],[]
[],[]
"['it', 'sbb', 'nak', 'hukum', 'krn', 'kluar', 'app', 'sndiri']","['hukum_krn_kluar', 'it_sbb_nak', 'kluar_app_sndiri', 'krn_kluar_app', 'nak_hukum_krn', 'sbb_nak_hukum']"
"['semua', 'bagus', 'kecuali', 'suka', 'tibatiba', 'ngefreez', 'lama', 'detik', 'momen', 'crusial', 'mati', 'tolong', 'baik', 'masalah', 'fps', 'drop', 'masuk', 'akal']","['bagus_kecuali_suka', 'baik_masalah_fps', 'crusial_mati_tolong', 'detik_momen_crusial', 'drop_masuk_akal', 'fps_drop_masuk', 'kecuali_suka_tibatiba', 'lama_detik_momen', 'masalah_fps_drop', 'mati_tolong_baik', 'momen_crusial_mati', 'ngefreez_lama_detik', 'semua_bagus_kecuali', 'suka_tibatiba_ngefreez', 'tibatiba_ngefreez_lama', 'tolong_baik_masalah']"
"['sru', 'banget']",[]
['ciplak'],[]
"['bagus', 'seru']",[]
"['masalah', 'wifi', 'tambah', 'seluler', 'ajar', 'sana', 'kau', 'hina', 'hina', 'masalah']","['ajar_sana_kau', 'hina_hina_masalah', 'kau_hina_hina', 'masalah_wifi_tambah', 'sana_kau_hina', 'seluler_ajar_sana', 'tambah_seluler_ajar', 'wifi_tambah_seluler']"
"['mohon', 'kecil', 'versi', 'lite', 'ponsel', 'lebih', 'rendah', 'lebih', 'lancar']","['kecil_versi_lite', 'lebih_rendah_lebih', 'lite_ponsel_lebih', 'mohon_kecil_versi', 'ponsel_lebih_rendah', 'rendah_lebih_lancar', 'versi_lite_ponsel']"
"['adil', 'terlalu', 'frustasi', 'jamin', 'menang', 'skin', 'gratis', 'bundle', 'murah', 'banget']","['adil_terlalu_frustasi', 'bundle_murah_banget', 'frustasi_jamin_menang', 'gratis_bundle_murah', 'jamin_menang_skin', 'menang_skin_gratis', 'skin_gratis_bundle', 'terlalu_frustasi_jamin']"
"['games', 'bagus', 'tampil', 'bagus', 'banyak', 'toxic', 'gelap']","['bagus_banyak_toxic', 'bagus_tampil_bagus', 'banyak_toxic_gelap', 'games_bagus_tampil', 'tampil_bagus_banyak']"
['senang'],[]
"['bagus', 'suka', 'banget', 'model', 'skinnya', 'tutorial', 'bantu']","['bagus_suka_banget', 'banget_model_skinnya', 'model_skinnya_tutorial', 'skinnya_tutorial_bantu', 'suka_banget_model']"
