stopwords_removed,trigrams_mlbb
"['rugi', 'bagai', 'oke', 'dpet', 'slalu', 'gajelas', 'apalgi', 'prapilih', 'role', 'maksain', 'role', 'guna', 'pilih', 'dpetnya', 'roam', 'kyaknya', 'mulai', 'mikirin', 'perihal', 'dpet', 'mvp', 'kalah', 'tetap', 'nmbah', 'bintang', 'sbagai', 'bentuk', 'apresiasi', 'rugi', 'tenaga', 'mmr', 'winrate', 'bintang', 'turun', 'mikir', 'bagus', 'win', 'cuma', 'lose', 'mvp', 'semua', 'kgak', 'nyesek', 'weh', 'mikir', 'woy', 'buruk']","[('rugi', 'bagai', 'oke'), ('bagai', 'oke', 'dpet'), ('oke', 'dpet', 'slalu'), ('dpet', 'slalu', 'gajelas'), ('slalu', 'gajelas', 'apalgi'), ('gajelas', 'apalgi', 'prapilih'), ('apalgi', 'prapilih', 'role'), ('prapilih', 'role', 'maksain'), ('role', 'maksain', 'role'), ('maksain', 'role', 'guna'), ('role', 'guna', 'pilih'), ('guna', 'pilih', 'dpetnya'), ('pilih', 'dpetnya', 'roam'), ('dpetnya', 'roam', 'kyaknya'), ('roam', 'kyaknya', 'mulai'), ('kyaknya', 'mulai', 'mikirin'), ('mulai', 'mikirin', 'perihal'), ('mikirin', 'perihal', 'dpet'), ('perihal', 'dpet', 'mvp'), ('dpet', 'mvp', 'kalah'), ('mvp', 'kalah', 'tetap'), ('kalah', 'tetap', 'nmbah'), ('tetap', 'nmbah', 'bintang'), ('nmbah', 'bintang', 'sbagai'), ('bintang', 'sbagai', 'bentuk'), ('sbagai', 'bentuk', 'apresiasi'), ('bentuk', 'apresiasi', 'rugi'), ('apresiasi', 'rugi', 'tenaga'), ('rugi', 'tenaga', 'mmr'), ('tenaga', 'mmr', 'winrate'), ('mmr', 'winrate', 'bintang'), ('winrate', 'bintang', 'turun'), ('bintang', 'turun', 'mikir'), ('turun', 'mikir', 'bagus'), ('mikir', 'bagus', 'win'), ('bagus', 'win', 'cuma'), ('win', 'cuma', 'lose'), ('cuma', 'lose', 'mvp'), ('lose', 'mvp', 'semua'), ('mvp', 'semua', 'kgak'), ('semua', 'kgak', 'nyesek'), ('kgak', 'nyesek', 'weh'), ('nyesek', 'weh', 'mikir'), ('weh', 'mikir', 'woy'), ('mikir', 'woy', 'buruk')]"
"['admin', 'anjg', 'bot', 'trs']","[('admin', 'anjg', 'bot'), ('anjg', 'bot', 'trs')]"
"['banyak', 'update', 'kualitas', 'buruk', 'kikir', 'babi']","[('banyak', 'update', 'kualitas'), ('update', 'kualitas', 'buruk'), ('kualitas', 'buruk', 'kikir'), ('buruk', 'kikir', 'babi')]"
"['report', 'adu', 'customer', 'servicenya', 'baik', 'jawab', 'template', 'solusi', 'parah', 'kenal', 'sampah']","[('report', 'adu', 'customer'), ('adu', 'customer', 'servicenya'), ('customer', 'servicenya', 'baik'), ('servicenya', 'baik', 'jawab'), ('baik', 'jawab', 'template'), ('jawab', 'template', 'solusi'), ('template', 'solusi', 'parah'), ('solusi', 'parah', 'kenal'), ('parah', 'kenal', 'sampah')]"
"['tanya', 'perihal', 'adil', 'alami', 'kalah', 'masif', 'fair', 'selalu', 'rugi', 'rekan', 'coba', 'report', 'tindak', 'lanjut', 'jawab', 'baik', 'dar', 'minta', 'maaf', 'mungkin', 'buruk', 'pernah', 'terimakasih']","[('tanya', 'perihal', 'adil'), ('perihal', 'adil', 'alami'), ('adil', 'alami', 'kalah'), ('alami', 'kalah', 'masif'), ('kalah', 'masif', 'fair'), ('masif', 'fair', 'selalu'), ('fair', 'selalu', 'rugi'), ('selalu', 'rugi', 'rekan'), ('rugi', 'rekan', 'coba'), ('rekan', 'coba', 'report'), ('coba', 'report', 'tindak'), ('report', 'tindak', 'lanjut'), ('tindak', 'lanjut', 'jawab'), ('lanjut', 'jawab', 'baik'), ('jawab', 'baik', 'dar'), ('baik', 'dar', 'minta'), ('dar', 'minta', 'maaf'), ('minta', 'maaf', 'mungkin'), ('maaf', 'mungkin', 'buruk'), ('mungkin', 'buruk', 'pernah'), ('buruk', 'pernah', 'terimakasih')]"
['kontol'],[]
"['tolong', 'lh', 'hapus', 'darksistem', 'lebih', 'tanding', 'stuck', 'situ', 'pasti', 'darksistem', 'capek', 'cok', 'bukan', 'have', 'fun', 'stres']","[('tolong', 'lh', 'hapus'), ('lh', 'hapus', 'darksistem'), ('hapus', 'darksistem', 'lebih'), ('darksistem', 'lebih', 'tanding'), ('lebih', 'tanding', 'stuck'), ('tanding', 'stuck', 'situ'), ('stuck', 'situ', 'pasti'), ('situ', 'pasti', 'darksistem'), ('pasti', 'darksistem', 'capek'), ('darksistem', 'capek', 'cok'), ('capek', 'cok', 'bukan'), ('cok', 'bukan', 'have'), ('bukan', 'have', 'fun'), ('have', 'fun', 'stres')]"
"['mikirr', 'beri', 'matching', 'romawi', 'plus', 'sedang', 'musuh', 'full', 'glory', 'emng', 'tambah', 'stres', 'heran', 'adil', 'banget', 'benar', 'benar', 'rusak', 'rusak', 'ws', 'lgsng', 'ls']","[('mikirr', 'beri', 'matching'), ('beri', 'matching', 'romawi'), ('matching', 'romawi', 'plus'), ('romawi', 'plus', 'sedang'), ('plus', 'sedang', 'musuh'), ('sedang', 'musuh', 'full'), ('musuh', 'full', 'glory'), ('full', 'glory', 'emng'), ('glory', 'emng', 'tambah'), ('emng', 'tambah', 'stres'), ('tambah', 'stres', 'heran'), ('stres', 'heran', 'adil'), ('heran', 'adil', 'banget'), ('adil', 'banget', 'benar'), ('banget', 'benar', 'benar'), ('benar', 'benar', 'rusak'), ('benar', 'rusak', 'rusak'), ('rusak', 'rusak', 'ws'), ('rusak', 'ws', 'lgsng'), ('ws', 'lgsng', 'ls')]"
['kranjingan'],[]
"['jangan', 'bro', 'buang', 'buang']","[('jangan', 'bro', 'buang'), ('bro', 'buang', 'buang')]"
"['cari', 'imbang']",[]
"['daerah', 'jawa', 'timur', 'jawa', 'tengah', 'mati', 'babi']","[('daerah', 'jawa', 'timur'), ('jawa', 'timur', 'jawa'), ('timur', 'jawa', 'tengah'), ('jawa', 'tengah', 'mati'), ('tengah', 'mati', 'babi')]"
"['macam', 'isi', 'balita', 'gelap', 'semua']","[('macam', 'isi', 'balita'), ('isi', 'balita', 'gelap'), ('balita', 'gelap', 'semua')]"
"['benar', 'benar', 'aneh', 'bagus', 'lag', 'kadang', 'hapus', 'baru']","[('benar', 'benar', 'aneh'), ('benar', 'aneh', 'bagus'), ('aneh', 'bagus', 'lag'), ('bagus', 'lag', 'kadang'), ('lag', 'kadang', 'hapus'), ('kadang', 'hapus', 'baru')]"
"['aneh', 'selalu', 'gelap', 'stres', 'orng']","[('aneh', 'selalu', 'gelap'), ('selalu', 'gelap', 'stres'), ('gelap', 'stres', 'orng')]"
"['kontol', 'lag']",[]
"['cl', 'imbang', 'masa', 'bagai', 'beban', 'musuh', 'jago', 'skill', 'sudah', 'gitu', 'wr', 'balance', 'pula', 'kalah', 'turun', 'banyak', 'win', 'naik', 'sedikit', 'sinyal', 'turun', 'naiklag', 'jumping', 'sinyal', 'tes', 'hijau', 'masalah', 'segera', 'atas', 'tetap', 'bintang', 'satu', 'dasar', 'tambah', 'stres']","[('cl', 'imbang', 'masa'), ('imbang', 'masa', 'bagai'), ('masa', 'bagai', 'beban'), ('bagai', 'beban', 'musuh'), ('beban', 'musuh', 'jago'), ('musuh', 'jago', 'skill'), ('jago', 'skill', 'sudah'), ('skill', 'sudah', 'gitu'), ('sudah', 'gitu', 'wr'), ('gitu', 'wr', 'balance'), ('wr', 'balance', 'pula'), ('balance', 'pula', 'kalah'), ('pula', 'kalah', 'turun'), ('kalah', 'turun', 'banyak'), ('turun', 'banyak', 'win'), ('banyak', 'win', 'naik'), ('win', 'naik', 'sedikit'), ('naik', 'sedikit', 'sinyal'), ('sedikit', 'sinyal', 'turun'), ('sinyal', 'turun', 'naiklag'), ('turun', 'naiklag', 'jumping'), ('naiklag', 'jumping', 'sinyal'), ('jumping', 'sinyal', 'tes'), ('sinyal', 'tes', 'hijau'), ('tes', 'hijau', 'masalah'), ('hijau', 'masalah', 'segera'), ('masalah', 'segera', 'atas'), ('segera', 'atas', 'tetap'), ('atas', 'tetap', 'bintang'), ('tetap', 'bintang', 'satu'), ('bintang', 'satu', 'dasar'), ('satu', 'dasar', 'tambah'), ('dasar', 'tambah', 'stres')]"
"['abis', 'baru', 'makin', 'lag', 'bagus']","[('abis', 'baru', 'makin'), ('baru', 'makin', 'lag'), ('makin', 'lag', 'bagus')]"
"['jelek', 'bnyk', 'gelap']","[('jelek', 'bnyk', 'gelap')]"
['tolol'],[]
"['beri', 'pernah', 'benar', 'tolol']","[('beri', 'pernah', 'benar'), ('pernah', 'benar', 'tolol')]"
"['tolol', 'rate', 'bagus', 'report', 'laen', 'kurang', 'ks', 'report', 'respon', 'buangsat']","[('tolol', 'rate', 'bagus'), ('rate', 'bagus', 'report'), ('bagus', 'report', 'laen'), ('report', 'laen', 'kurang'), ('laen', 'kurang', 'ks'), ('kurang', 'ks', 'report'), ('ks', 'report', 'respon'), ('report', 'respon', 'buangsat')]"
"['waras', 'dongo', 'moontod', 'poke']","[('waras', 'dongo', 'moontod'), ('dongo', 'moontod', 'poke')]"
"['rusak', 'stres']",[]
"['rusak', 'sumpah']",[]
"['tolong', 'ban', 'trol', 'masa', 'make', 'zilong', 'mid', 'bilang', 'menang', 'dia', 'mati', 'nyalahin', 'satu', 'teman', 'ngedukung', 'pula', 'make', 'zilong', 'mid', 'lelah', 'pepek']","[('tolong', 'ban', 'trol'), ('ban', 'trol', 'masa'), ('trol', 'masa', 'make'), ('masa', 'make', 'zilong'), ('make', 'zilong', 'mid'), ('zilong', 'mid', 'bilang'), ('mid', 'bilang', 'menang'), ('bilang', 'menang', 'dia'), ('menang', 'dia', 'mati'), ('dia', 'mati', 'nyalahin'), ('mati', 'nyalahin', 'satu'), ('nyalahin', 'satu', 'teman'), ('satu', 'teman', 'ngedukung'), ('teman', 'ngedukung', 'pula'), ('ngedukung', 'pula', 'make'), ('pula', 'make', 'zilong'), ('make', 'zilong', 'mid'), ('zilong', 'mid', 'lelah'), ('mid', 'lelah', 'pepek')]"
"['sportif', 'adil', 'kurang', 'sportif', 'selalu', 'anggap', 'laku', 'langgar', 'kurang', 'skor', 'poin', 'admin', 'bagus', 'sportif', 'jangan', 'cundang', 'selalu', 'pihak', 'kepada', 'lain', 'cam', 'baik', 'baik', 'ingat', 'paham']","[('sportif', 'adil', 'kurang'), ('adil', 'kurang', 'sportif'), ('kurang', 'sportif', 'selalu'), ('sportif', 'selalu', 'anggap'), ('selalu', 'anggap', 'laku'), ('anggap', 'laku', 'langgar'), ('laku', 'langgar', 'kurang'), ('langgar', 'kurang', 'skor'), ('kurang', 'skor', 'poin'), ('skor', 'poin', 'admin'), ('poin', 'admin', 'bagus'), ('admin', 'bagus', 'sportif'), ('bagus', 'sportif', 'jangan'), ('sportif', 'jangan', 'cundang'), ('jangan', 'cundang', 'selalu'), ('cundang', 'selalu', 'pihak'), ('selalu', 'pihak', 'kepada'), ('pihak', 'kepada', 'lain'), ('kepada', 'lain', 'cam'), ('lain', 'cam', 'baik'), ('cam', 'baik', 'baik'), ('baik', 'baik', 'ingat'), ('baik', 'ingat', 'paham')]"
"['reng', 'kecil', 'kasi', 'lwan', 'reng', 'tinggi', 'pasti', 'kalah']","[('reng', 'kecil', 'kasi'), ('kecil', 'kasi', 'lwan'), ('kasi', 'lwan', 'reng'), ('lwan', 'reng', 'tinggi'), ('reng', 'tinggi', 'pasti'), ('tinggi', 'pasti', 'kalah')]"
"['ngapasi', 'lag', 'make', 'kouta', 'lag', 'kontes', 'lord', 'lag']","[('ngapasi', 'lag', 'make'), ('lag', 'make', 'kouta'), ('make', 'kouta', 'lag'), ('kouta', 'lag', 'kontes'), ('lag', 'kontes', 'lord'), ('kontes', 'lord', 'lag')]"
"['babi', 'gemar', 'banyak', 'pernah', 'baik', 'diam', 'mending', 'lebih', 'asik']","[('babi', 'gemar', 'banyak'), ('gemar', 'banyak', 'pernah'), ('banyak', 'pernah', 'baik'), ('pernah', 'baik', 'diam'), ('baik', 'diam', 'mending'), ('diam', 'mending', 'lebih'), ('mending', 'lebih', 'asik')]"
"['overall', 'bagus', 'masa', 'besar', 'iya', 'jelas', 'gajelas', 'inti', 'minggu', 'kemaren', 'menang', 'please', 'mohon', 'banget', 'baik', 'ulang', 'gi', 'grandmaster', 'kompak', 'masa', 'atas', 'susah', 'banget']","[('overall', 'bagus', 'masa'), ('bagus', 'masa', 'besar'), ('masa', 'besar', 'iya'), ('besar', 'iya', 'jelas'), ('iya', 'jelas', 'gajelas'), ('jelas', 'gajelas', 'inti'), ('gajelas', 'inti', 'minggu'), ('inti', 'minggu', 'kemaren'), ('minggu', 'kemaren', 'menang'), ('kemaren', 'menang', 'please'), ('menang', 'please', 'mohon'), ('please', 'mohon', 'banget'), ('mohon', 'banget', 'baik'), ('banget', 'baik', 'ulang'), ('baik', 'ulang', 'gi'), ('ulang', 'gi', 'grandmaster'), ('gi', 'grandmaster', 'kompak'), ('grandmaster', 'kompak', 'masa'), ('kompak', 'masa', 'atas'), ('masa', 'atas', 'susah'), ('atas', 'susah', 'banget')]"
"['woy', 'cok', 'dancok', 'gamr', 'mu', 'koyok', 'gatell', 'asu', 'kirekk', 'dancok']","[('woy', 'cok', 'dancok'), ('cok', 'dancok', 'gamr'), ('dancok', 'gamr', 'mu'), ('gamr', 'mu', 'koyok'), ('mu', 'koyok', 'gatell'), ('koyok', 'gatell', 'asu'), ('gatell', 'asu', 'kirekk'), ('asu', 'kirekk', 'dancok')]"
"['busuk', 'server', 'aneh', 'kalah', 'mach', 'aneh', 'busuk', 'sedang', 'musuh', 'bagus', 'sudah', 'ganti', 'akun', 'baru', 'tetap', 'grafik', 'bagusin', 'event', 'banyakin', 'play', 'benahin', 'tetap', 'busuk', 'sen', 'tolol', 'mach', 'imbang']","[('busuk', 'server', 'aneh'), ('server', 'aneh', 'kalah'), ('aneh', 'kalah', 'mach'), ('kalah', 'mach', 'aneh'), ('mach', 'aneh', 'busuk'), ('aneh', 'busuk', 'sedang'), ('busuk', 'sedang', 'musuh'), ('sedang', 'musuh', 'bagus'), ('musuh', 'bagus', 'sudah'), ('bagus', 'sudah', 'ganti'), ('sudah', 'ganti', 'akun'), ('ganti', 'akun', 'baru'), ('akun', 'baru', 'tetap'), ('baru', 'tetap', 'grafik'), ('tetap', 'grafik', 'bagusin'), ('grafik', 'bagusin', 'event'), ('bagusin', 'event', 'banyakin'), ('event', 'banyakin', 'play'), ('banyakin', 'play', 'benahin'), ('play', 'benahin', 'tetap'), ('benahin', 'tetap', 'busuk'), ('tetap', 'busuk', 'sen'), ('busuk', 'sen', 'tolol'), ('sen', 'tolol', 'mach'), ('tolol', 'mach', 'imbang')]"
['kalah'],[]
"['kenapa', 'sudah', 'update', 'sekarang', 'lebih', 'terputuskoneksi', 'lambatdelayy', 'ganggu', 'kenceng', 'wifidataa']","[('kenapa', 'sudah', 'update'), ('sudah', 'update', 'sekarang'), ('update', 'sekarang', 'lebih'), ('sekarang', 'lebih', 'terputuskoneksi'), ('lebih', 'terputuskoneksi', 'lambatdelayy'), ('terputuskoneksi', 'lambatdelayy', 'ganggu'), ('lambatdelayy', 'ganggu', 'kenceng'), ('ganggu', 'kenceng', 'wifidataa')]"
"['woy', 'developer', 'makin', 'update', 'makin', 'busuk', 'bug', 'benar', 'rusak', 'server', 'busuk', 'ngaco', 'bug', 'update', 'makin', 'parah']","[('woy', 'developer', 'makin'), ('developer', 'makin', 'update'), ('makin', 'update', 'makin'), ('update', 'makin', 'busuk'), ('makin', 'busuk', 'bug'), ('busuk', 'bug', 'benar'), ('bug', 'benar', 'rusak'), ('benar', 'rusak', 'server'), ('rusak', 'server', 'busuk'), ('server', 'busuk', 'ngaco'), ('busuk', 'ngaco', 'bug'), ('ngaco', 'bug', 'update'), ('bug', 'update', 'makin'), ('update', 'makin', 'parah')]"
"['tolong', 'beri', 'benar']","[('tolong', 'beri', 'benar')]"
"['please', 'fix', 'you', 'server', 'because', 'lag', 'play', 'if', 'used', 'wify', 'and', 'plaese', 'fix', 'chaeter', 'this', 'oke', 'if', 'you', 'already', 'fix', 'lag', 'and', 'cheater', 'wa', 'nt', 'gift', 'you', 'stars', 'oke']","[('please', 'fix', 'you'), ('fix', 'you', 'server'), ('you', 'server', 'because'), ('server', 'because', 'lag'), ('because', 'lag', 'play'), ('lag', 'play', 'if'), ('play', 'if', 'used'), ('if', 'used', 'wify'), ('used', 'wify', 'and'), ('wify', 'and', 'plaese'), ('and', 'plaese', 'fix'), ('plaese', 'fix', 'chaeter'), ('fix', 'chaeter', 'this'), ('chaeter', 'this', 'oke'), ('this', 'oke', 'if'), ('oke', 'if', 'you'), ('if', 'you', 'already'), ('you', 'already', 'fix'), ('already', 'fix', 'lag'), ('fix', 'lag', 'and'), ('lag', 'and', 'cheater'), ('and', 'cheater', 'wa'), ('cheater', 'wa', 'nt'), ('wa', 'nt', 'gift'), ('nt', 'gift', 'you'), ('gift', 'you', 'stars'), ('you', 'stars', 'oke')]"
"['taik', 'lostrek']",[]
"['sumpah', 'matckingnya', 'lama', 'banget', 'cuma', 'rool', 'sumpag', 'ngotak', 'lama']","[('sumpah', 'matckingnya', 'lama'), ('matckingnya', 'lama', 'banget'), ('lama', 'banget', 'cuma'), ('banget', 'cuma', 'rool'), ('cuma', 'rool', 'sumpag'), ('rool', 'sumpag', 'ngotak'), ('sumpag', 'ngotak', 'lama')]"
"['pantes', 'ktemu', 'becus', 'sinyal', 'lag', 'sendiri', 'hapus', 'play', 'store']","[('pantes', 'ktemu', 'becus'), ('ktemu', 'becus', 'sinyal'), ('becus', 'sinyal', 'lag'), ('sinyal', 'lag', 'sendiri'), ('lag', 'sendiri', 'hapus'), ('sendiri', 'hapus', 'play'), ('hapus', 'play', 'store')]"
"['jelas', 'lama', 'digabungin', 'semua', 'bocil', 'resah', 'gendong', 'lama', 'males', 'sumpah', 'digabungin', 'tot']","[('jelas', 'lama', 'digabungin'), ('lama', 'digabungin', 'semua'), ('digabungin', 'semua', 'bocil'), ('semua', 'bocil', 'resah'), ('bocil', 'resah', 'gendong'), ('resah', 'gendong', 'lama'), ('gendong', 'lama', 'males'), ('lama', 'males', 'sumpah'), ('males', 'sumpah', 'digabungin'), ('sumpah', 'digabungin', 'tot')]"
"['knapa', 'ketemu', 'top', 'global', 'sentuh', 'top', 'provinsi', 'belum', 'blas']","[('knapa', 'ketemu', 'top'), ('ketemu', 'top', 'global'), ('top', 'global', 'sentuh'), ('global', 'sentuh', 'top'), ('sentuh', 'top', 'provinsi'), ('top', 'provinsi', 'belum'), ('provinsi', 'belum', 'blas')]"
"['tolong', 'misal', 'chat', 'masuk', 'sensitif', 'ilangin', 'minimal', 'kocak', 'biar', 'plonga', 'plongo', 'nungguin', 'balesin', 'chat', 'nyata', 'emg', 'kirim']","[('tolong', 'misal', 'chat'), ('misal', 'chat', 'masuk'), ('chat', 'masuk', 'sensitif'), ('masuk', 'sensitif', 'ilangin'), ('sensitif', 'ilangin', 'minimal'), ('ilangin', 'minimal', 'kocak'), ('minimal', 'kocak', 'biar'), ('kocak', 'biar', 'plonga'), ('biar', 'plonga', 'plongo'), ('plonga', 'plongo', 'nungguin'), ('plongo', 'nungguin', 'balesin'), ('nungguin', 'balesin', 'chat'), ('balesin', 'chat', 'nyata'), ('chat', 'nyata', 'emg'), ('nyata', 'emg', 'kirim')]"
['tres'],[]
"['anjing', 'pay', 'win', 'bangsat']","[('anjing', 'pay', 'win'), ('pay', 'win', 'bangsat')]"
"['hilang', 'stres', 'selalu', 'stres', 'garagara', 'banyak', 'ngerti']","[('hilang', 'stres', 'selalu'), ('stres', 'selalu', 'stres'), ('selalu', 'stres', 'garagara'), ('stres', 'garagara', 'banyak'), ('garagara', 'banyak', 'ngerti')]"
"['bedain', 'skill', 'playernya', 'masa', 'jago', 'dongo', 'mana', 'musuh', 'jago', 'mytic', 'masa', 'nasih', 'epick', 'aneh', 'oon']","[('bedain', 'skill', 'playernya'), ('skill', 'playernya', 'masa'), ('playernya', 'masa', 'jago'), ('masa', 'jago', 'dongo'), ('jago', 'dongo', 'mana'), ('dongo', 'mana', 'musuh'), ('mana', 'musuh', 'jago'), ('musuh', 'jago', 'mytic'), ('jago', 'mytic', 'masa'), ('mytic', 'masa', 'nasih'), ('masa', 'nasih', 'epick'), ('nasih', 'epick', 'aneh'), ('epick', 'aneh', 'oon')]"
['seru'],[]
"['jelek', 'banget', 'drafpick', 'oot', 'semua', 'benar']","[('jelek', 'banget', 'drafpick'), ('banget', 'drafpick', 'oot'), ('drafpick', 'oot', 'semua'), ('oot', 'semua', 'benar')]"
"['kon', 'tol', 'lawan', 'keras', 'iya', 'kelas', 'ajg', 'naikin', 'bintang', 'susah', 'minta', 'ampun', 'kocak', 'beri', 'cacat', 'gelap', 'taeklah', 'makin', 'lama', 'seru', 'imbang', 'beri', 'dasar', 'ajg', 'moontoon', 'asu']","[('kon', 'tol', 'lawan'), ('tol', 'lawan', 'keras'), ('lawan', 'keras', 'iya'), ('keras', 'iya', 'kelas'), ('iya', 'kelas', 'ajg'), ('kelas', 'ajg', 'naikin'), ('ajg', 'naikin', 'bintang'), ('naikin', 'bintang', 'susah'), ('bintang', 'susah', 'minta'), ('susah', 'minta', 'ampun'), ('minta', 'ampun', 'kocak'), ('ampun', 'kocak', 'beri'), ('kocak', 'beri', 'cacat'), ('beri', 'cacat', 'gelap'), ('cacat', 'gelap', 'taeklah'), ('gelap', 'taeklah', 'makin'), ('taeklah', 'makin', 'lama'), ('makin', 'lama', 'seru'), ('lama', 'seru', 'imbang'), ('seru', 'imbang', 'beri'), ('imbang', 'beri', 'dasar'), ('beri', 'dasar', 'ajg'), ('dasar', 'ajg', 'moontoon'), ('ajg', 'moontoon', 'asu')]"
"['matcmaking', 'buruk', 'ktmu', 'musuh', 'jago', 'buruk', 'afk', 'dll', 'gajelas', 'banyak', 'joki', 'jd', 'sakarepmu']","[('matcmaking', 'buruk', 'ktmu'), ('buruk', 'ktmu', 'musuh'), ('ktmu', 'musuh', 'jago'), ('musuh', 'jago', 'buruk'), ('jago', 'buruk', 'afk'), ('buruk', 'afk', 'dll'), ('afk', 'dll', 'gajelas'), ('dll', 'gajelas', 'banyak'), ('gajelas', 'banyak', 'joki'), ('banyak', 'joki', 'jd'), ('joki', 'jd', 'sakarepmu')]"
"['bagai', 'user', 'layla', 'kecewauntuk', 'skin', 'layla', 'tema', 'nexus', 'sea', 'jangan', 'ubah', 'skin', 'benar', 'suka', 'desain', 'skinnya', 'tolong', 'jangan', 'ubah', 'skin', 'sudah', 'nunggu', 'skin', 'layla', 'baru', 'nyata', 'serius', 'rilissaya', 'sudah', 'nunggu', 'berapa', 'bulan', 'skin', 'layla', 'desain']","[('bagai', 'user', 'layla'), ('user', 'layla', 'kecewauntuk'), ('layla', 'kecewauntuk', 'skin'), ('kecewauntuk', 'skin', 'layla'), ('skin', 'layla', 'tema'), ('layla', 'tema', 'nexus'), ('tema', 'nexus', 'sea'), ('nexus', 'sea', 'jangan'), ('sea', 'jangan', 'ubah'), ('jangan', 'ubah', 'skin'), ('ubah', 'skin', 'benar'), ('skin', 'benar', 'suka'), ('benar', 'suka', 'desain'), ('suka', 'desain', 'skinnya'), ('desain', 'skinnya', 'tolong'), ('skinnya', 'tolong', 'jangan'), ('tolong', 'jangan', 'ubah'), ('jangan', 'ubah', 'skin'), ('ubah', 'skin', 'sudah'), ('skin', 'sudah', 'nunggu'), ('sudah', 'nunggu', 'skin'), ('nunggu', 'skin', 'layla'), ('skin', 'layla', 'baru'), ('layla', 'baru', 'nyata'), ('baru', 'nyata', 'serius'), ('nyata', 'serius', 'rilissaya'), ('serius', 'rilissaya', 'sudah'), ('rilissaya', 'sudah', 'nunggu'), ('sudah', 'nunggu', 'berapa'), ('nunggu', 'berapa', 'bulan'), ('berapa', 'bulan', 'skin'), ('bulan', 'skin', 'layla'), ('skin', 'layla', 'desain')]"
"['mooton', 'makin', 'makin', 'jelas', 'ngapain', 'turun', 'season', 'segala', 'tolol', 'amat']","[('mooton', 'makin', 'makin'), ('makin', 'makin', 'jelas'), ('makin', 'jelas', 'ngapain'), ('jelas', 'ngapain', 'turun'), ('ngapain', 'turun', 'season'), ('turun', 'season', 'segala'), ('season', 'segala', 'tolol'), ('segala', 'tolol', 'amat')]"
"['tahu', 'kenapa', 'bisu', 'percakapanmute', 'mulai', 'kena', 'teman', 'bagus', 'mulai', 'asik']","[('tahu', 'kenapa', 'bisu'), ('kenapa', 'bisu', 'percakapanmute'), ('bisu', 'percakapanmute', 'mulai'), ('percakapanmute', 'mulai', 'kena'), ('mulai', 'kena', 'teman'), ('kena', 'teman', 'bagus'), ('teman', 'bagus', 'mulai'), ('bagus', 'mulai', 'asik')]"
"['darak', 'terlalu', 'banyak']","[('darak', 'terlalu', 'banyak')]"
['vinagriil'],[]
"['tambah', 'streas', 'asu', 'senggel', 'mene']","[('tambah', 'streas', 'asu'), ('streas', 'asu', 'senggel'), ('asu', 'senggel', 'mene')]"
"['susah', 'naik', 'makin', 'lama', 'makin', 'bosen']","[('susah', 'naik', 'makin'), ('naik', 'makin', 'lama'), ('makin', 'lama', 'makin'), ('lama', 'makin', 'bosen')]"
['bagus'],[]
"['teman', 'ngotak', 'sedikit', 'babi']","[('teman', 'ngotak', 'sedikit'), ('ngotak', 'sedikit', 'babi')]"
"['babi', 'ngasi', 'gelap', 'baik', 'masa', 'pernah', 'bagus']","[('babi', 'ngasi', 'gelap'), ('ngasi', 'gelap', 'baik'), ('gelap', 'baik', 'masa'), ('baik', 'masa', 'pernah'), ('masa', 'pernah', 'bagus')]"
"['lostrek', 'kasi', 'punya', 'betumbok']","[('lostrek', 'kasi', 'punya'), ('kasi', 'punya', 'betumbok')]"
"['rusak', 'ksih', 'pdhl', 'full', 'mitic', 'hdh']","[('rusak', 'ksih', 'pdhl'), ('ksih', 'pdhl', 'full'), ('pdhl', 'full', 'mitic'), ('full', 'mitic', 'hdh')]"
"['luar', 'biasa', 'seru']","[('luar', 'biasa', 'seru')]"
"['babi', 'kasi', 'bintang', 'semua', 'hyper', 'bodoh', 'ban', 'akun', 'beberapa', 'biar', 'nyusahin']","[('babi', 'kasi', 'bintang'), ('kasi', 'bintang', 'semua'), ('bintang', 'semua', 'hyper'), ('semua', 'hyper', 'bodoh'), ('hyper', 'bodoh', 'ban'), ('bodoh', 'ban', 'akun'), ('ban', 'akun', 'beberapa'), ('akun', 'beberapa', 'biar'), ('beberapa', 'biar', 'nyusahin')]"
"['gokill', 'bagi', 'skin', 'epic', 'gratis', 'makin', 'betah', 'legends']","[('gokill', 'bagi', 'skin'), ('bagi', 'skin', 'epic'), ('skin', 'epic', 'gratis'), ('epic', 'gratis', 'makin'), ('gratis', 'makin', 'betah'), ('makin', 'betah', 'legends')]"
"['darksystem', 'banyak', 'imbang', 'masuk', 'akal', 'buruk', 'musuh', 'joki', 'lo', 'laku', 'bos']","[('darksystem', 'banyak', 'imbang'), ('banyak', 'imbang', 'masuk'), ('imbang', 'masuk', 'akal'), ('masuk', 'akal', 'buruk'), ('akal', 'buruk', 'musuh'), ('buruk', 'musuh', 'joki'), ('musuh', 'joki', 'lo'), ('joki', 'lo', 'laku'), ('lo', 'laku', 'bos')]"
